contract_id,counterpart_id,date,number,quantity_mt,delivery_due_date,total_by_ctr,price_without_vat,vat,price_with_vat,shipped_by_supplier_mt,received_on_wh_mt,contract_group_id,contract_type_id
87,148,2024-08-11,7416707,200.0,2024-08-15,4162400.0,18920.0,0.1,20812.0,204.745,204.225,37,18
88,148,2024-08-12,7407610,200.0,2024-08-15,4303200.0,19560.0,0.1,21516.0,195.75,193.75,38,18
89,34,2024-08-15,7433882,35.0,2024-08-19,545737.5,14850.0,0.05,15592.5,45.515,45.375,39,18
90,98,2024-09-12,7433563,2400.0,2024-09-14,36000000.0,13636.363636363636,0.1,15000.0,2498.542,2500.212,30,18
91,185,2024-09-16,7493339,1700.0,2024-10-17,25500000.0,13636.363636363636,0.1,15000.0,1651.9180000000001,1653.108,23,18
92,156,2024-09-14,7479305,160.0,2024-09-27,2265120.0,12869.999999999998,0.1,14157.0,156.98399999999998,156.98399999999998,24,18
93,136,2024-09-20,7411881,420.0,2024-10-13,4460400.0,10620.0,0.0,10620.0,420.0,420.0,25,18
94,280,2024-09-25,7402572,450.0,2024-10-13,5623200.0,11359.999999999998,0.1,12496.0,448.43199999999996,447.912,26,18
95,100,2024-10-04,7475382,2300.0,2024-11-04,27830000.000000004,11000.0,0.1,12100.000000000002,2386.507,2386.447,2,18
96,273,2024-10-19,7471576,64.0,2024-11-04,295680.0,4620.0,0.0,4620.0,75.79546232,75.79546232,2,32
97,273,2024-10-19,7421818,2300.0,2024-11-04,12548800.0,4546.666666666667,0.2,5456.0,2272.14558456,2272.14558456,2,32
98,100,2024-10-24,7482627,239.0,2024-11-04,265899.5982753,928.4825000000001,0.2,1114.179,,0.0,2,19
100,273,2024-10-17,7413210,220.0,2024-10-28,629200.0000000001,2860.0000000000005,0.0,2860.0000000000005,217.536,217.536,27,32
101,275,2024-10-16,7415810,40.0,2024-10-28,137280.00000000003,2860.0000000000005,0.2,3432.0000000000005,37.872,37.872,27,32
102,37,2024-10-13,7448555,260.0,2024-10-28,3680820.0000000005,12870.0,0.1,14157.000000000002,255.408,255.408,27,18
103,225,2024-10-18,7447736,140.0,2024-10-28,1540000.0,10000.0,0.1,11000.0,142.344,142.344,28,18
104,38,2024-09-29,7471481,420.0,2024-10-13,945000.0,2250.0,0.0,2250.0,420.0,420.0,25,32
105,38,2024-10-25,7497983,2400.0,2024-11-04,264000.00000000006,110.00000000000001,0.0,110.00000000000001,2386.507,2386.507,2,7
106,38,2024-10-23,7415558,50.0,2024-10-13,112500.0,2250.0,0.0,2250.0,59.32892160000001,59.32892160000001,29,32
107,136,2024-10-04,7481387,50.0,2024-10-13,531000.0,10620.0,0.0,10620.0,59.903999999999996,59.424,29,18
108,152,2024-09-26,7483529,2100.0,2024-10-27,38808000.0,16800.0,0.1,18480.0,2199.944,2199.384,1,18
109,275,2024-10-21,7411025,32.0,2024-11-04,181632.00000000003,4730.000000000001,0.2,5676.000000000001,38.49435791,38.49435791,2,32
110,41,2024-10-09,7462505,540.0,2024-10-27,5940000.0,10000.0,0.1,11000.0,544.8240000000001,543.884,3,18
111,174,2024-10-10,7413339,1300.0,2024-11-10,19305000.000000004,13500.0,0.1,14850.000000000002,1228.658,1228.658,4,18
112,41,2024-10-09,7406115,240.0,2024-10-23,2640000.0,10000.0,0.1,11000.0,236.14600000000002,235.686,5,18
113,41,2024-10-25,7443369,280.0,2024-11-10,3360000.0,10909.090909090908,0.1,12000.0,282.58000000000004,282.1,6,18
114,35,2024-11-11,7408581,170.0,2024-11-04,571200.0,3360.0,0.0,3360.0,172.65690712324346,172.65690712324346,7,32
115,47,2024-10-28,7461001,710.0,2024-11-04,10735200.0,13745.454545454544,0.1,15120.0,713.0880000000001,713.0880000000001,7,18
116,275,2024-11-01,7494537,170.0,2024-11-04,685440.0,3360.0,0.2,4032.0,172.7697848877403,172.7697848877403,7,32
117,273,2024-11-20,7428006,66.0,2024-11-04,221760.0,3360.0,0.0,3360.0,75.97364638992086,75.97364638992086,7,32
118,174,2024-10-28,7453669,670.0,2024-11-28,10854000.0,14727.272727272726,0.1,16200.0,665.5229999999999,664.573,8,18
119,275,2024-11-07,7465348,120.0,2024-11-28,259200.0,1800.0,0.2,2160.0,123.31719130740393,123.31719130740393,8,32
120,273,2024-11-06,7487023,540.0,2024-11-28,972000.0,1800.0,0.0,1800.0,540.9713373359887,540.9713373359887,8,32
121,86,2024-10-10,7443521,2600.0,2024-11-05,52052000.0,18200.0,0.1,20020.0,2600.078,2600.078,9,18
122,86,2024-10-31,7481506,2400.0,2024-11-10,44985600.0,17040.0,0.1,18744.0,2484.669,2468.317,10,18
123,273,2024-10-16,7499829,430.0,2024-10-27,2317700.0,5390.0,0.0,5390.0,427.89217457305506,427.89217457305506,3,32
124,273,2024-10-16,7492097,170.0,2024-10-23,916300.0,5133.333333333333,0.05,5390.0,170.02687965722805,170.02687965722805,5,32
125,273,2024-10-28,7400568,360.0,2024-11-10,2116800.0,5880.0,0.0,5880.0,360.20244436270013,360.20244436270013,6,32
126,41,2024-10-31,7435633,60.0,2024-11-10,720000.0,10909.090909090908,0.1,12000.0,78.326,78.286,6,18
127,273,2024-11-11,7475378,110.0,2024-11-24,706200.0,6420.0,0.0,6420.0,110.00000000000001,110.00000000000001,11,32
128,92,2024-11-04,7409842,110.0,2024-11-24,1254000.0,10363.636363636362,0.1,11400.0,110.00000000000001,110.00000000000001,11,18
129,54,2024-11-06,7453074,140.0,2024-11-10,745920.0,4440.0,0.2,5328.0,140.93209512863586,140.93209512863586,12,32
130,153,2024-11-05,7465527,260.0,2024-11-10,3525600.0,12327.272727272726,0.1,13560.0,264.622,264.622,12,18
131,242,2024-11-10,7495385,120.0,2024-11-10,532800.0,4440.0,0.0,4440.0,123.76009017770313,123.76009017770313,12,32
132,38,2024-11-07,7455359,310.0,2024-11-19,852500.0,2750.0,0.0,2750.0,313.9507473309609,313.9507473309609,13,32
133,136,2024-11-07,7404580,320.0,2024-11-19,4153600.0000000005,12980.000000000002,0.0,12980.000000000002,315.072,313.952,13,18
134,273,2024-11-11,7440954,100.0,2024-11-29,642000.0,6420.0,0.0,6420.0,102.11936067260746,102.11936067260746,14,32
135,273,2024-11-05,7479285,410.0,2024-11-29,2632200.0,6420.0,0.0,6420.0,405.2988041074596,405.2988041074596,14,32
136,92,2024-11-11,7435682,510.0,2024-11-29,5814000.0,10363.636363636362,0.1,11400.0,511.19000000000005,507.82000000000005,14,18
137,174,2024-11-10,7471416,1100.0,2024-11-24,16335000.000000002,13500.0,0.1,14850.000000000002,1080.737,1079.067,15,18
138,275,2024-11-19,7491371,690.0,2024-11-24,1366200.0000000002,1650.0000000000002,0.2,1980.0000000000002,693.6298174204185,693.6298174204185,15,32
139,197,2024-11-20,7495308,390.0,2024-11-24,643500.0000000001,1650.0000000000002,0.0,1650.0000000000002,385.2704663966458,385.2704663966458,15,32
140,273,2024-11-17,7439126,3700.0,2024-12-09,13320000.0,3600.0,0.0,3600.0,3678.649150823635,3679.049150823635,16,32
141,256,2024-11-17,7454987,3700.0,2024-12-09,53280000.0,13090.90909090909,0.1,14400.0,3685.4790000000003,3679.2690000000002,16,18
142,256,2024-11-19,7426346,3700.0,2024-12-09,6626.8656697199995,1.492537313,0.2,1.7910447755999999,3684.3791853178154,3684.3791853178154,16,37
143,275,2024-10-20,7459894,140.0,2024-12-09,462000.00000000006,2750.0000000000005,0.2,3300.0000000000005,138.04753332000004,138.04753332000004,17,32
144,38,2024-10-20,7418476,960.0,2024-12-09,2745600.0000000005,2860.0000000000005,0.0,2860.0000000000005,962.7685129200003,962.7685129200003,17,32
145,189,2024-11-17,7421026,1100.0,2024-12-09,15125000.000000002,12500.0,0.1,13750.000000000002,1100.0680000000002,1100.748,17,18
146,189,2024-11-20,7437752,1100.0,2024-12-09,6050.0,5.5,0.0,5.5,1100.0680000000002,1100.0680000000002,17,37
147,228,2024-11-14,7460024,3700.0,2024-12-09,444000.0,120.0,0.0,120.0,3685.4790000000003,3685.4790000000003,16,7
148,273,2024-10-31,7465604,260.0,2024-11-04,873600.0,3360.0,0.0,3360.0,259.0890239379745,259.0890239379745,7,32
149,156,2024-10-30,7424356,790.0,2024-11-17,14147320.0,16279.999999999998,0.1,17908.0,790.933,790.933,93,18
150,222,2024-11-30,7485689,170.0,2024-12-31,1972000.0,11600.0,0.0,11600.0,170.76000000000002,170.76000000000002,18,18
151,5,2024-12-11,7489404,640.0,2024-12-18,1456000.0,2275.0,0.0,2275.0,638.52,638.52,19,32
152,104,2024-12-10,7432806,640.0,2024-12-18,6048000.0,8590.90909090909,0.1,9450.0,638.52,638.52,19,18
153,47,2025-02-02,7461997,730.0,2025-03-05,12446500.0,15499.999999999998,0.1,17050.0,734.468,732.6479999999999,118,18
154,2,2023-12-13,7454371,100.0,2024-02-14,1600000.0,16000.0,0.0,16000.0,0.0,0.0,119,36
155,2,2024-01-30,7489024,350.0,2024-04-16,14044800.0,40128.0,0.0,40128.0,0.0,0.0,120,36
157,14,2024-12-11,7418793,50.0,2024-12-14,717750.0,13049.999999999998,0.1,14355.0,59.903999999999996,59.903999999999996,20,18
158,86,2025-01-04,7408550,1200.0,2025-01-19,22651200.0,17160.0,0.1,18876.0,1214.8319999999999,1214.8319999999999,21,18
159,86,2025-01-06,7418473,730.0,2025-01-19,13779480.0,17160.0,0.1,18876.0,734.82,734.82,22,18
160,86,2025-01-03,7490264,2700.0,2025-02-02,50965200.0,17160.0,0.1,18876.0,2725.554,2725.554,92,18
164,6,2023-08-06,7485137,220.0,2023-12-06,1790800.0000000002,8140.000000000001,0.0,8140.000000000001,220.00000000000003,220.00000000000003,55,32
165,7,2024-03-13,7460406,,,83050.0,83050.0,0.0,83050.0,,0.0,133,20
166,8,2024-03-12,7471977,,,8613.0,8613.0,0.0,8613.0,,0.0,133,5
167,9,2023-08-19,7430998,,,,178200.0,0.0,178200.0,,0.0,133,2
168,10,2023-08-22,7473019,1.0,,1914440.0000000002,1595366.666666667,0.2,1914440.0000000002,,0.0,133,26
169,10,2023-08-25,7443876,,,,31507.015833333335,0.2,37808.419,,0.0,133,5
170,11,2024-02-10,7446406,,,,16866.666666666668,0.2,20240.0,,0.0,133,5
171,12,2023-09-28,7471027,1700.0,2023-10-04,542300.0,319.0,0.0,319.0,1650.0000000000002,1650.0000000000002,70,32
172,15,2024-05-27,7411144,350.0,2025-05-02,1309000.0000000002,3065.5737704918038,0.22,3740.0000000000005,352.9411764705882,352.9411764705882,139,32
174,19,2023-08-03,7459864,5000.0,2023-11-18,3470000.0,3465618.464,0.0,3465618.464,,0.0,129,33
175,20,2024-05-07,7498088,,,,1408.0,0.05,1478.4,,0.0,133,23
176,24,2024-03-20,7442770,3800.0,2024-04-20,10336000.0,2266.666666666667,0.2,2720.0,3721.9930000000004,3729.4230000000007,47,32
177,25,2023-10-05,7471983,,,,40731.9,0.0,40731.9,,0.0,133,14
178,26,2024-10-02,7424758,,,,1238.6000000000001,0.0,1238.6000000000001,,0.0,133,9
179,27,2023-07-31,7493027,5000.0,2023-11-18,1170000.0,971905.0,0.2,1166286.0,,0.0,128,43
180,27,2023-07-31,7441456,3300.0,2024-01-19,740000.0,611607.9933333334,0.2,733929.5920000001,,0.0,131,43
181,29,2024-09-04,7493379,,,,33660.0,0.0,33660.0,,0.0,133,8
182,31,2024-05-21,7487273,,,347886.0,331320.0,0.05,347886.0,,0.0,133,12
183,31,2024-07-06,7485080,,,347886.0,331320.0,0.05,347886.0,,0.0,133,12
184,32,2024-03-20,7495377,,,162360.0,162360.0,0.0,162360.0,,0.0,133,34
185,33,2023-11-22,7423652,,,,55916.66666666667,0.2,67100.0,,0.0,133,22
186,36,2023-12-03,7467391,1700.0,2024-02-19,40000.0,30800.0,0.2,36960.0,,0.0,135,56
187,38,2024-10-26,7475650,2200.0,2024-10-27,264000.0,120.0,0.0,120.0,2199.944,2200.504,1,7
188,38,2024-10-10,7457146,2700.0,2024-11-05,351000.0,130.0,0.0,130.0,2600.078,2600.078,9,7
189,38,2024-10-10,7462236,2500.0,2024-11-10,300000.0,120.0,0.0,120.0,2484.669,2484.669,10,7
191,40,2024-03-08,7400296,,,151800.0,151800.0,0.0,151800.0,,0.0,133,34
192,42,2023-08-22,7402465,,,,155005.40000000002,0.0,155005.40000000002,,0.0,133,10
193,43,2023-08-10,7430299,250.0,2023-12-15,1031250.0,4125.0,0.0,4125.0,249.31500000000003,249.94500000000002,48,32
195,48,2023-08-08,7407834,,2023-11-18,,226398.73666666666,0.2,271678.484,,0.0,128,56
196,49,2024-05-30,7411964,,,38720.0,38720.0,0.0,38720.0,,0.0,133,10
197,50,2023-08-08,7419504,1300.0,2023-09-03,429000.0,330.0,0.0,330.0,1302.0,1302.0,77,7
198,51,2023-08-13,7415374,280.0,2023-11-26,970200.0000000001,2887.5000000000005,0.2,3465.0000000000005,283.44800000000004,283.44800000000004,57,32
199,52,2024-06-22,7421880,,,,4400.0,0.0,4400.0,,0.0,133,31
200,53,2023-11-26,7447664,,,,103631.022,0.0,103631.022,,0.0,133,30
201,56,2023-08-31,7496834,1000.0,2023-09-03,4367000.0,3639.166666666667,0.2,4367.0,1023.4134169074239,1024.093416907424,65,32
202,57,2024-03-19,7409779,,,438108.00000000006,438108.00000000006,0.0,438108.00000000006,,0.0,133,10
203,58,2024-09-13,7494400,,2024-10-17,,82800.0,0.0,82800.0,,0.0,23,21
204,58,2024-09-12,7427504,,2024-09-14,,124200.0,0.0,124200.0,,0.0,30,21
205,59,2023-09-08,7421251,,2023-11-18,,317564.5,0.0,317564.5,,0.0,128,38
206,60,2023-08-27,7448870,,,,80966.35250000002,0.2,97159.62300000002,,0.0,133,11
207,61,2024-04-10,7453562,,,,14476.000000000002,0.0,14476.000000000002,,0.0,133,48
208,64,2024-07-26,7491346,5000.0,2024-11-25,540000.0,444519.80000000005,0.2,533423.76,,0.0,109,56
209,64,2024-07-22,7432589,7000.0,2024-11-24,650000.0,540971.7316666667,0.2,649166.078,,0.0,110,56
210,68,2024-01-25,7470395,1700.0,2024-02-19,900000.0,815776.5000000001,0.0,815776.5000000001,,0.0,135,33
211,68,2024-02-01,7437031,600.0,2024-02-19,280000.0,271925.5,0.0,271925.5,,0.0,124,33
212,69,2023-08-22,7485726,570.0,2023-09-03,1849650.0000000002,3245.0000000000005,0.0,3245.0000000000005,568.234282986269,569.204282986269,82,32
213,70,2024-03-28,7441065,,,4180.0,3980.9523809523807,0.05,4180.0,,0.0,133,20
214,71,2024-08-26,7452622,4800.0,2024-09-13,990000.0,819660.7375,0.2,983592.885,,0.0,112,43
215,71,2024-08-30,7483847,4900.0,2024-09-17,860000.0,709998.27,0.2,851997.924,,0.0,111,43
216,71,2024-07-30,7442295,3300.0,2024-10-14,810000.0,671219.18,0.2,805463.0160000001,,0.0,113,43
217,71,2024-11-01,7460278,5000.0,2024-11-25,1120000.0,929491.9,0.2,1115390.28,,0.0,109,43
218,73,2023-07-18,7444639,,,,25850.000000000004,0.0,25850.000000000004,,0.0,133,10
219,74,2024-09-30,7433546,70.0,2024-02-01,92400.0,1320.0,0.0,1320.0,75.41600000000001,75.88600000000001,54,32
220,75,2024-10-31,7476126,,,,26290.000000000004,0.0,26290.000000000004,,0.0,133,10
221,77,2023-09-08,7494108,220.0,2024-02-05,943800.0,4290.0,0.0,4290.0,221.94700000000003,223.25700000000003,59,32
222,78,2023-08-18,7417649,,,3135000.0000000005,2612500.0000000005,0.2,3135000.0000000005,,0.0,133,26
223,78,2024-03-29,7473831,,,,79750.00000000001,0.2,95700.00000000001,,0.0,133,5
224,79,2023-08-12,7457806,,,,483582.00000000006,0.2,580298.4,,0.0,133,22
226,81,2023-08-03,7423677,,,,1013558.3333333334,0.2,1216270.0,,0.0,133,22
227,82,2023-09-16,7441080,,,,2200.0,0.0,2200.0,,0.0,133,52
228,84,2024-03-17,7406582,640.0,2024-01-30,1337600.0,1741.6666666666667,0.2,2090.0,644.8860000000001,644.8860000000001,53,32
229,87,2023-07-20,7470322,5000.0,2023-11-18,3200000.0,3141855.7500000005,0.0,3141855.7500000005,,0.0,128,33
230,88,2023-08-23,7481569,5000.0,2023-11-18,200000.0,104953.2,0.2,125943.84,,0.0,128,37
231,94,2023-08-03,7432543,,,,11880.000000000002,0.0,11880.000000000002,,0.0,133,9
232,99,2023-10-03,7489091,,,,21837.046000000002,0.0,21837.046000000002,,0.0,133,35
233,101,2023-12-29,7447864,,2024-05-18,,55150.33333333334,0.2,66180.40000000001,,0.0,134,21
234,102,2024-08-30,7450612,,,,26350.500000000004,0.0,26350.500000000004,,0.0,133,22
235,105,2023-11-14,7455329,,,,532746.5,0.0,532746.5,,0.0,133,14
