payment_id,internal_number,payment_date,contract_id,counterpart_id,received_rub,paid_rub,operation_type
193,714133142,2023-09-07,279,161,0.0,34.8,Комиссия банка
194,714234889,2023-08-30,378,171,0.0,1506887.1160896884,Оплата поставщику
195,714870193,2023-09-07,286,173,0.0,33000.0,Оплата поставщику
196,714968365,2023-08-30,34,254,0.0,710424.0,Оплата поставщику
197,714268521,2023-09-07,351,284,0.0,5958.4,Оплата поставщику
198,714723492,2023-08-31,375,6,0.0,2337732.4898559293,Оплата поставщику
199,714659782,2023-08-31,388,6,0.0,7876262.811903585,Оплата поставщику
200,714244700,2023-09-08,224,79,0.0,11733.7,Оплата поставщику
201,714364047,2023-08-31,22,80,0.0,4404400.000000001,Оплата поставщику
202,714585187,2023-08-31,21,80,0.0,19215171.963321198,Оплата поставщику
203,714188810,2023-08-31,24,91,0.0,1422098.17907855,Оплата поставщику
204,714580718,2023-09-08,279,161,0.0,34.8,Комиссия банка
205,714343296,2023-09-08,279,161,0.0,34.8,Комиссия банка
206,714580259,2023-09-08,279,161,0.0,34.8,Комиссия банка
207,714240346,2023-09-08,279,161,0.0,34.8,Комиссия банка
208,714130474,2023-09-08,279,161,0.0,34.8,Комиссия банка
209,714739446,2023-09-08,279,161,0.0,34.8,Комиссия банка
210,714779718,2023-09-08,279,161,0.0,34.8,Комиссия банка
211,714791475,2023-08-31,389,171,0.0,9004823.652,Оплата поставщику
212,714674250,2023-08-31,390,171,0.0,25255.9620083682,Оплата поставщику
213,714499580,2023-08-31,574,250,0.0,6273744.176033059,Прочее списание
214,714687757,2023-09-01,174,19,0.0,3758260.0000000005,Оплата поставщику
215,714221178,2023-09-01,212,69,0.0,400306.3260925708,Оплата поставщику
216,714430586,2023-09-01,229,87,0.0,567855.75,Оплата поставщику
217,714490197,2023-09-09,279,161,0.0,34.8,Комиссия банка
218,714671526,2023-09-09,279,161,0.0,34.8,Комиссия банка
219,714835009,2023-09-09,279,161,0.0,34.8,Комиссия банка
220,714978643,2023-09-09,279,161,0.0,34.8,Комиссия банка
221,714951960,2023-09-09,279,161,0.0,34.8,Комиссия банка
222,714458110,2023-09-09,279,161,0.0,34.8,Комиссия банка
223,714105894,2023-09-01,283,169,0.0,33000.0,Оплата поставщику
224,714889517,2023-09-01,390,171,0.0,1338014.8386150629,Оплата поставщику
225,714165210,2023-09-01,390,171,0.0,538797.9215899581,Оплата поставщику
226,714487219,2023-09-09,501,233,0.0,22000.0,Перечисление подотчетному лицу
227,714984393,2023-09-01,575,250,0.0,6213085.037655903,Прочее списание
228,714948866,2023-09-03,46,236,0.0,3953302.9250000007,Оплата поставщику
229,714139522,2023-09-04,18,30,82380.72494758911,0.0,Возврат от поставщика
230,714818816,2023-09-04,212,69,0.0,223948.88396835508,Оплата поставщику
231,714445438,2023-09-04,24,91,0.0,1447449.6746308843,Оплата поставщику
232,714049651,2023-09-12,279,161,0.0,34.8,Комиссия банка
233,714974824,2023-09-12,279,161,0.0,34.8,Комиссия банка
234,714163995,2023-09-12,279,161,0.0,34.8,Комиссия банка
235,714567115,2023-09-12,279,161,0.0,34.8,Комиссия банка
236,714319637,2023-09-12,279,161,0.0,34.8,Комиссия банка
237,714353656,2023-09-12,279,161,0.0,34.8,Комиссия банка
238,714259271,2023-09-12,279,161,0.0,34.8,Комиссия банка
239,714760355,2023-09-12,551,175,0.0,2526.106,Уплата налога
240,714499802,2023-09-12,300,194,0.0,11000.0,Оплата поставщику
241,714042769,2023-09-04,311,209,0.0,1982956.8,Оплата поставщику
242,714068295,2023-09-04,311,209,0.0,110000.00000000001,Оплата поставщику
243,714994711,2023-09-04,33,213,0.0,1883629.4400000002,Оплата поставщику
244,714740519,2023-09-12,501,233,0.0,33000.0,Перечисление подотчетному лицу
245,714202297,2023-09-04,45,236,0.0,10155641.949003449,Оплата поставщику
246,714108403,2023-09-05,174,19,0.0,21144.508,Оплата поставщику
247,714904164,2023-09-05,427,142,0.0,16500.0,Оплата поставщику
248,714103984,2023-09-13,279,161,0.0,34.8,Комиссия банка
249,714199162,2023-09-13,279,161,0.0,34.8,Комиссия банка
250,714373273,2023-09-13,279,161,0.0,34.8,Комиссия банка
251,714090072,2023-09-13,279,161,0.0,34.8,Комиссия банка
252,714427140,2023-09-13,279,161,0.0,34.8,Комиссия банка
253,714941189,2023-09-13,288,179,0.0,1320.0,Оплата поставщику
254,714320258,2023-09-05,45,236,0.0,5619760.079083065,Оплата поставщику
255,714161572,2023-09-13,333,249,0.0,1415.7,Оплата поставщику
256,714279824,2023-09-06,19,44,0.0,22572000.0,Оплата поставщику
257,714884669,2023-09-06,20,62,0.0,4771809.20095068,Оплата поставщику
258,714295136,2023-09-06,426,142,0.0,9900.0,Оплата поставщику
259,714826253,2023-09-14,279,161,0.0,34.8,Комиссия банка
260,714214536,2023-09-14,279,161,0.0,34.8,Комиссия банка
261,714891603,2023-09-14,279,161,0.0,34.8,Комиссия банка
262,714827990,2023-09-14,501,233,0.0,252.978,Перечисление подотчетному лицу
263,714565763,2023-09-14,608,233,0.0,1650.0000000000002,Перечисление подотчетному лицу
264,714113111,2023-09-14,501,233,0.0,33000.0,Перечисление подотчетному лицу
265,714094485,2023-09-14,562,233,16500000.000000002,0.0,Перевод с другого счета
266,714858460,2023-09-14,562,233,0.0,16500000.000000002,Перевод на другой счет организации
267,714584835,2023-09-07,425,142,0.0,16500.0,Оплата поставщику
268,714809937,2023-09-15,279,161,0.0,34.8,Комиссия банка
269,714306345,2023-09-15,279,161,0.0,34.8,Комиссия банка
270,714125768,2023-09-15,279,161,0.0,34.8,Комиссия банка
271,714282981,2023-09-15,279,161,0.0,34.8,Комиссия банка
272,714716466,2023-09-15,279,161,0.0,34.8,Комиссия банка
273,714622036,2023-09-07,386,171,0.0,1549229.088,Оплата поставщику
274,714994480,2023-09-07,378,171,0.0,171364.45858098278,Оплата поставщику
275,714529938,2023-09-15,288,179,0.0,5720.000000000001,Оплата поставщику
276,714686013,2023-09-15,300,194,0.0,11000.0,Оплата поставщику
277,714890366,2023-09-08,1,3,85929787.18250072,0.0,Оплата от покупателя
278,714135880,2023-09-08,19,44,0.0,29343600.0,Оплата поставщику
279,714342336,2023-09-08,195,48,0.0,271678.484,Оплата поставщику
280,714256829,2023-09-08,20,62,0.0,954361.840190136,Оплата поставщику
281,714219002,2023-09-16,227,82,0.0,2200.0,Оплата поставщику
282,714131516,2023-09-08,248,121,0.0,12100.594000000003,Оплата поставщику
283,714881033,2023-09-08,248,121,0.0,158299.84500000003,Оплата поставщику
284,714706482,2023-09-08,476,121,0.0,12026.872000000001,Оплата поставщику
285,714224216,2023-09-08,476,121,0.0,114477.803,Оплата поставщику
286,714498427,2023-09-16,249,122,0.0,2061.0,Оплата поставщику
287,714209119,2023-09-08,29,134,0.0,19562400.000000004,Оплата поставщику
288,714419167,2023-09-08,425,142,0.0,16500.0,Оплата поставщику
289,714477137,2023-09-16,279,161,0.0,34.8,Комиссия банка
290,714640363,2023-09-16,279,161,0.0,34.8,Комиссия банка
291,714469251,2023-09-16,279,161,0.0,34.8,Комиссия банка
292,714157970,2023-09-16,279,161,0.0,34.8,Комиссия банка
293,714102245,2023-09-16,279,161,0.0,34.8,Комиссия банка
294,714060299,2023-09-16,279,161,0.0,34.8,Комиссия банка
295,714242160,2023-09-16,279,161,0.0,34.8,Комиссия банка
296,714910026,2023-09-16,279,161,0.0,34.8,Комиссия банка
297,714911331,2023-09-16,279,161,0.0,34.8,Комиссия банка
298,714011508,2023-09-16,279,161,0.0,34.8,Комиссия банка
299,714971777,2023-09-16,279,161,0.0,34.8,Комиссия банка
300,714950824,2023-09-16,279,161,0.0,34.8,Комиссия банка
301,714964792,2023-09-16,279,161,0.0,34.8,Комиссия банка
302,714543269,2023-09-16,279,161,0.0,34.8,Комиссия банка
303,714722979,2023-09-16,300,194,0.0,11000.0,Оплата поставщику
304,714269399,2023-09-16,310,208,0.0,7929.581000000001,Перечисление заработной платы работнику
305,714868518,2023-09-16,315,216,0.0,4806.967000000001,Оплата поставщику
306,714544517,2023-09-16,500,233,0.0,62277.80900000001,Прочее списание
307,714579759,2023-09-16,500,233,0.0,878151.1860000001,Перечисление заработной платы по ведомостям
308,714301521,2023-09-16,501,233,0.0,33000.0,Перечисление подотчетному лицу
309,714318788,2023-09-16,501,233,62277.80900000001,0.0,Прочее поступление
310,714548319,2023-09-16,500,233,0.0,7929.581000000001,Перечисление заработной платы работнику
311,714148861,2023-09-16,500,233,0.0,62277.80900000001,Перечисление заработной платы по ведомостям
312,714515046,2023-09-08,45,236,0.0,5619760.079083065,Оплата поставщику
313,714466099,2023-09-08,576,250,0.0,5381745.139999999,Прочее списание
314,714250411,2023-09-19,224,79,0.0,34098.9,Оплата поставщику
315,714161632,2023-09-11,24,91,0.0,2818603.419789982,Оплата поставщику
316,714040992,2023-09-19,279,161,0.0,69999.996,Комиссия банка
317,714854534,2023-09-19,279,161,0.0,14000.003999999999,Комиссия банка
318,714973752,2023-09-19,279,161,0.0,69999.996,Комиссия банка
319,714792957,2023-09-19,279,161,0.0,14000.003999999999,Комиссия банка
320,714497033,2023-09-19,279,161,0.0,69999.996,Комиссия банка
321,714205492,2023-09-19,279,161,0.0,14000.003999999999,Комиссия банка
322,714240796,2023-09-19,279,161,0.0,34.8,Комиссия банка
323,714385697,2023-09-19,279,161,0.0,34.8,Комиссия банка
324,714022977,2023-09-19,279,161,0.0,34.8,Комиссия банка
325,714109946,2023-09-19,281,164,11495.000000000002,0.0,Возврат от поставщика
326,714188593,2023-09-11,298,192,0.0,728722.6760000001,Оплата поставщику
327,714989017,2023-09-12,201,56,0.0,1228815.8985755562,Оплата поставщику
328,714558714,2023-09-20,483,155,0.0,681645.312,Уплата налога
329,714936294,2023-09-20,279,161,0.0,34.8,Комиссия банка
330,714573457,2023-09-20,279,161,0.0,34.8,Комиссия банка
331,714171530,2023-09-20,279,161,0.0,34.8,Комиссия банка
332,714226437,2023-09-20,279,161,0.0,34.8,Комиссия банка
333,714188390,2023-09-12,311,209,0.0,132633.6,Оплата поставщику
334,714677248,2023-09-12,557,209,0.0,121000.00000000001,Оплата поставщику
335,714140871,2023-09-20,501,233,0.0,16603.565000000002,Перечисление подотчетному лицу
336,714776739,2023-09-20,501,233,0.0,8739.5,Перечисление подотчетному лицу
337,714194751,2023-09-12,45,236,0.0,16596675.170983732,Оплата поставщику
338,714156907,2023-09-13,1,3,119438080.86893019,0.0,Оплата от покупателя
339,714421950,2023-09-13,387,6,0.0,831141.7400000001,Оплата поставщику
340,714892509,2023-09-13,388,6,0.0,5494795.988096417,Оплата поставщику
341,714384812,2023-09-13,441,50,0.0,408946.5600000001,Оплата поставщику
342,714380877,2023-09-13,403,109,0.0,1375000.0,Оплата поставщику
343,714460492,2023-09-13,404,109,0.0,825000.0000000001,Оплата поставщику
344,714237547,2023-09-21,245,116,0.0,5936.400000000001,Оплата поставщику
345,714444654,2023-09-21,245,116,0.0,12600.0,Оплата поставщику
346,714889175,2023-09-21,249,122,0.0,10530.0,Оплата поставщику
347,714363202,2023-09-13,424,142,0.0,66000.0,Оплата поставщику
348,714451750,2023-09-21,279,161,0.0,34.8,Комиссия банка
349,714685872,2023-09-21,279,161,0.0,34.8,Комиссия банка
350,714674569,2023-09-21,279,161,0.0,34.8,Комиссия банка
351,714097028,2023-09-21,279,161,0.0,34.8,Комиссия банка
352,714083330,2023-09-21,279,161,0.0,34.8,Комиссия банка
353,714934701,2023-09-21,279,161,0.0,34.8,Комиссия банка
354,714952286,2023-09-21,279,161,0.0,34.8,Комиссия банка
355,714993593,2023-09-21,279,161,0.0,34.8,Комиссия банка
356,714758311,2023-09-21,279,161,0.0,34.8,Комиссия банка
357,714512822,2023-09-21,279,161,0.0,34.8,Комиссия банка
358,714990607,2023-09-21,279,161,0.0,34.8,Комиссия банка
359,714278943,2023-09-21,279,161,0.0,34.8,Комиссия банка
360,714848983,2023-09-21,279,161,0.0,34.8,Комиссия банка
361,714820940,2023-09-13,284,171,0.0,265650.00662997906,Оплата поставщику
362,714753591,2023-09-21,286,173,0.0,22000.0,Оплата поставщику
363,714633646,2023-09-13,311,209,0.0,41888.0,Оплата поставщику
364,714980663,2023-09-21,561,233,0.0,99000000.00000001,Депозит
365,714379435,2023-09-21,333,249,0.0,1415.7,Оплата поставщику
366,714245320,2023-09-13,580,250,0.0,4355100.618959596,Прочее списание
367,714551213,2023-09-13,35,269,0.0,4862000.000000001,Оплата поставщику
368,714738460,2023-09-14,385,6,0.0,1513150.32,Оплата поставщику
369,714399768,2023-09-22,279,161,0.0,34.8,Комиссия банка
370,714768132,2023-09-22,279,161,0.0,34.8,Комиссия банка
371,714117920,2023-09-22,279,161,0.0,34.8,Комиссия банка
372,714074959,2023-09-14,554,188,0.0,1100000.0,Оплата поставщику
373,714055733,2023-09-14,557,209,0.0,201531.00000000003,Оплата поставщику
374,714606913,2023-09-15,25,91,0.0,1733534.0880000002,Оплата поставщику
375,714976207,2023-09-23,499,161,104163.936,0.0,Прочее поступление
376,714561593,2023-09-23,279,161,0.0,34.8,Комиссия банка
377,714016424,2023-09-23,279,161,0.0,34.8,Комиссия банка
378,714074898,2023-09-23,279,161,0.0,34.8,Комиссия банка
379,714607848,2023-09-23,279,161,0.0,34.8,Комиссия банка
380,714493123,2023-09-23,279,161,0.0,34.8,Комиссия банка
381,714430290,2023-09-23,279,161,0.0,34.8,Комиссия банка
382,714599630,2023-09-23,280,162,0.0,49335.00000000001,Оплата поставщику
383,714693708,2023-09-15,295,188,0.0,840437.378,Оплата поставщику
384,714190961,2023-09-15,296,188,0.0,1504821.5160000003,Оплата поставщику
385,714354169,2023-09-23,561,233,99000000.00000001,0.0,Депозит
386,714627059,2023-09-23,561,233,0.0,92889500.00000001,Депозит
387,714898326,2023-09-15,45,236,0.0,8978855.758803336,Оплата поставщику
388,714554753,2023-09-18,205,59,0.0,317564.5,Оплата поставщику
389,714097467,2023-09-18,432,59,0.0,314185.575,Оплата поставщику
